name_old,name_clean,address,city,postal_cod,"address, c",phone,email,field_9,website,Source,Latitude,Longitude
Green Top Grocery,Green  Top  Grocery,921  E  Washington  Street,,61701,"921  E  Washington  Street, , 61701",(309) 306-1523,info@greentopgrocery.com,,http://www.greentopgrocery.com,https://www.ncg.coop/,40.4795642,-88.9805172036136
Olympia Food Co-op (Westside),Olympia  Food  Co-op ( Westside),921  North  Rogers  St.  N W,,98502,"921  North  Rogers  St.  N W, , 98502",(360) 754-7666,,,http://www.olympiafood.coop,https://www.ncg.coop/,47.047456,-122.896902
Olympia Food Co-op,Olympia  Food  Co-op,921  Rogers  Street,,98502,"921  Rogers  Street, , 98502",360 754-7666,,,Food for change,,47.0533411,-122.9190031
The Common Market (7th Street),The  Common  Market (7th  Street),927  West  Seventh  Street,,21701,"927  West  Seventh  Street, , 21701",(301) 663-3416,cm@commonmarket.coop,,http://www.commonmarket.coop,https://www.ncg.coop/,36.806619,-98.668467
Hampden Park Co-op,Hampden  Park  Co-op,928  Raymond  Avenue,,55114,"928  Raymond  Avenue, , 55114",(651) 646-6686,,,https://www.hampdencoop.com/,https://www.ncg.coop/,44.9690986,-93.1977217
Urban Greens Co-op Market,Urban  Greens  Co-op  Market,93  Cranston  Street,,2907,"93  Cranston  Street, , 02907",(401) 267-8432,info@urbangreens.com,,http://www.urbangreens.com,https://www.ncg.coop/,41.8161013,-71.4241106
BayRidgeFoodCo-op(organizing),Bay Ridge Food Co-op(organizing),9322 3rd Avenue,Brooklyn,11209,"9322 3rd Avenue,  Brooklyn, 11209",N/A,http://www.foodcoopbayridge.squarespace.com,,https://www.nationalco-opdirectory.com,,,
Medford Food Co-op,Medford  Food  Co-op,945  S  Riverside  Ave,,97501,"945  S  Riverside  Ave, , 97501",(541) 779-2667,info@medfordfood.coop,,http://www.medfordfood.coop,https://www.ncg.coop/,42.3178936,-122.8632690275
Los Alamos Cooperative Market,Los  Alamos  Cooperative  Market,95  Entrada  Drive,,87544,"95  Entrada  Drive, , 87544",(505) 695-1579,info@losalamos.coop,,http://www.losalamos.coop,https://www.ncg.coop/,35.8768249,-106.26091499716
Dubuque Food Co-op,Dubuque  Food  Co-op,955  Washington  St #107,,52001,"955  Washington  St #107, , 52001",563 557-4400,,,Food for change,,42.502247,-90.692006
Sierra Vista Food Co-op,Sierra  Vista  Food  Co-op,96  S.  Carmichael,,85635,"96  S.  Carmichael, , 85635",520 335-6676,,,Food for change,,31.553581,-110.370874
PCC Community Markets (Edmonds),P C C  Community  Markets ( Edmonds),9803  Edmonds  Way,,98020,"9803  Edmonds  Way, , 98020",(425) 275-9036,,,http://www.pccmarkets.com,https://www.ncg.coop/,47.6757093,-122.2000589
,Maryland  Food  Co-op,B0203  Stamp  Student  Union,,20742,,,,,,,38.99,-76.9414
,Island  Employee  Cooperative,S  Burnt  Cove  Road,Vinalhaven,4681,,,,,,,44.0741,-68.8662
,Village  Store  Co-op,1  West  Main  Street,Cambridge,12816,,,,,,,43.2056,-73.3717
,Cambridge Food Co-op,1 West Main Street,Cambridge,12816,,,,,,,43.2056,-73.3717
,Honest Weight Food Co-op,100 Watervliet Ave,,12206,,,,,,,42.656,-73.7662
,Greene Hill Food Co-op,1083 Fulton St,Brooklyn,11238,,,,,,,40.6853,-73.9662
,Glens Falls Food Co-op,11 South Street,Glens Falls,12801,,,,,,,43.3086,-73.6507
,Detroit People's Food Co-op,11000 West Mc Nichols Road,Detroit,48221,,,,,,,42.4499,-83.2131
,Goodside Grocery Food Co-op,1131 North 8th Street,Sheboygan,53081,,,,,,,43.7502,-87.7145
,River  City  Food  Co-op,116  Washington  Avenue,Newport,47713,,,,,,,39.4671,-87.3984
,City Center Market Food Co-op& Deli,122 N. Buchanan Street,Cambridge,55008,,,,,,,45.5891,-93.2217
,Willy  Street  Co-op ( East),1221  Williamson  Street,Madison,53703,,,,,,,43.073,-89.4016
,Green  Market  Co-op,130  N  Race  St.,Glasgow,42141,,,,,,,36.9979,-85.9153
,Real  Food  Co-op,1379  Rhododendron  Dr  Florence,Florence,97439,,,,,,,43.9706,-124.1072
,High Falls Food Co-op,1398 NY State Route 213,Stone Ridge,12440,,,,,,,41.8349,-74.3145
,Franklin  Community  Co-op ( Green  Fields  Market),144  Main  Street,Greenfield,1301,,,,,,,42.5881,-72.5993
,Life  Grocery &  Cafe,1453  Roswell  Road,Marietta,30062,,,,,,,33.9526,-84.5499
,Island City Food Co-op,14902nd Avenue,Winslow,54829,,,,,,,46.9772,-90.8133
,Friendly City Food Co-op,150 E. Wolfe St.,Harrisonburg,22802,,,,,,,38.4485,-78.8692
,Open  Harvest  Cooperative  Grocery,1618  South  St.,Lincoln,68502,,,,,,,40.802,-96.703
,Arena  Market& Café,185  Main  Street,Point  Arena,95468,,,,,,,38.9028,-123.701
,Brattleboro Food Co-op,2 Main St,Brattleboro,5301,,,,,,,42.8509,-72.5535
,Good Earth Food Co-op,2010 Veterans Drive,Mankato,56303,,,,,,,44.1636,-93.9993
,Amazing  Grains,214  Demers  Avenue,Grand  Forks,58201,,,,,,,47.9256,-97.0329
,Willy  Street  Co-op -  East,221  Williamson  St.,Madison,53703,,,,,,,43.073,-89.4016
,St.  Peter  Food  Co-op and  Deli,228  W.  Mulberry,St. Peter,56082,,,,,,,44.3484,-93.9566
,Great Basin Food Co-op,240 Court Street,Reno,89501,,,,,,,39.5296,-119.8138
,Central City Co-op,2515 Harvard St,Houston,77008,,,,,,,29.7804,-95.3863
,City  Food  Co-op,2639  Cherokee  Street,St. Louis,63118,,,,,,,38.6276,-90.2435
,Company  Shops  Market,268  E  Front  St.,Burlington,27215,,,,,,,36.0957,-79.4377
,Feather River Food Co-op,269 Main Street,Blairsden,95971,,,,,,,39.8094,-120.5607
,Gardiner Food Co-op& Café,269 Water St.,Gardiner,4345,,,,,,,44.2088,-69.7682
,Dill Pickle Food Co-op,2746 N Milwaukee Ave,Chicago,60647,,,,,,,41.91921,-87.70266
,Willy  Street  Co-op ( North),2817  North  Sherman  Avenue,Madison,53704,,,,,,,43.0927,-89.3621
,Briar Patch Food Co-op,290 Sierra College Drive,Grass  Valley,95945,,,,,,,39.213,-121.0701
,Hillsdale Family Food Co-op,30 N Howell St,Hillsdale,49242,,,,,,,41.9136,-84.5948
,Common Ground Food Co-op,300 S. Broadway Ave.,Urbana,,,,,,,,40.1106,-88.2073
,Harmony Food Co-op,302 Irvine Ave N W,Bemidji,56601,,,,,,,47.4719,-94.8831
,People's  Coop,3029  Southeast 21st  Avenue,Portland,97202,,,,,,,45.5022,-122.6421
,Valley  Food  Co-op,3211  Main  St #  G,Alamosa,81101,,,,,,,37.4691,-105.8748
,Berkshire  Food  Co-op,34  Bridge  Street,Great  Barrington,1230,,,,,,,42.1882,-73.3641
,Coos Head Food Co-op,353 South2nd Street,Coos  Bay,97420,,,,,,,43.3665,-124.2179
,Glut Food Co-op,4005 34th St.,Mt Rainier,20712,,,,,,,38.9488,-76.9792
,Countryside Co-op,409 Hwy#371 South,Hackensack,56452,,,,,,,46.7167,-94.3903
,Food Conspiracy Co-op,412 N.4th Avenue,Tucson,85705,,,,,,,32.2226,-110.9747
,Food  Co-op,414  Kearney  Street,Port Townsend,98368,,,,,,,48.117,-122.76
,East Warren Community Market Co-op,Inc.,42 Roxbury Mountain Road,Roxbury,,,,,,,43.9578,-72.7255
,Old  Creamery  Grocery,445  Berkshire  Trail,Cummington,1026,,,,,,,42.4113,-72.8956
,Good  Foods  Market &  Cafe,455  Southland  Drive,Lexington,40503,,,,,,,38.0431,-84.4999
,Winter  Co-op  Store,5159  North  South  Main  Street,Winter,54896,,,,,,,45.9129,-90.4275
,Just Food Co-op,516 S. Water Street,Northfield,55057,,,,,,,44.4577,-93.1655
,Community  Co-op,589  Albany  Street,Little Falls,13365,,,,,,,43.0239,-74.8515
,Community Co-op,589 Albany Street,Vader,13365,,,,,,,43.0239,-74.8515
,Hendersonville Community Co-op,60 South Charleston Lane,Hendersonville,28792,,,,,,,35.3187,-82.4601
,Davis Food Co-op,620 G Street,Davis,95616,,,,,,,38.5444,-121.7405
,Hunger  Mountain  Food  Coop,623  Stone  Cutters  Way,Montpelier,5602,,,,,,,44.2624,-72.5765
,Hunger Mountain Co-op,623 Stonecutters Way,Montpelier,5602,,,,,,,44.2624,-72.5765
,Crow Wing Food Co-op,624 Laurel Street,Brainerd,56401,,,,,,,46.333,-94.2083
,Bethesda Co-op,6500  Seven  Locks  Road,Cabin  John,20818,,,,,,,38.9606,-77.1405
,Isla Vista Food Co-op,6575 Seville Road,Isla Vista,93117,,,,,,,34.414,-119.8628
,Willy  Street  Co-op ( West),6825  University  Avenue,Madison,53562,,,,,,,43.0744,-89.4133
,Chequamegon Food Co-op,700 Main Street West,Ashland  County,54806,,,,,,,46.5941,-90.8843
,Eats Natural Foods Co-op,Inc.,708a North Main Street,Blacksburg,,,,,,,37.2295,-80.4139
,Buffalo Mountain Food Co-op,75 Mill Street,Hardwick,5843,,,,,,,44.4841,-72.3869
,Good Tern Natural Foods Co-op,750 Main St,Rockland,4841,,,,,,,44.1055,-69.1079
,East End Food Co-op,7516 Meade St,Pittsburgh,15208,,,,,,,40.4418,-79.9559
,Green Star  Food  Co+op ( West  End),770  Cascadilla  Street,Ithaca,14850,,,,,,,42.4382,-76.5016
,Artichoke  Food  Coop,800  Main  Street,Worcester,1610,,,,,,,42.2626,-71.8023
,Weavers  Way  Co-op ( Chestnut  Hill),8424  Germantown  Avenue,Philadelphia,19118,,,,,,,40.0776,-75.229
,George Street Co-op,89 Morris Street,New Brunswick,8901,,,,,,,40.4862,-74.4518
,French Broad Food Co-op,90 Biltmore Ave.,Asheville,28801,,,,,,,35.595,-82.554
,Bread and  Roses  Food  Cooperative,915  Rail Road  Ave,Tallahassee,32310,,,,,,,30.4568,-84.2974
,Hampden Park Co-op,928 Raymond Avenue,Saint Paul,55114,,,,,,,44.9466,-93.094
,```,,,,,,,,,,,
